air,ajar,aksi,alat,alias,ambil,anak,ancam,anggota,aniaya,api,arah,ayat,bahan,bakar,banjir,bantu,batas,bawa,bencana,beri,berita,bom,brankas,buah,bumi,bungkus,bunuh,butir,capai,cari,daerah,dagang,daging,dakwa,dampak,dana,dasar,data,daya,derajat,deras,edar,ganja,gas,gawai,geledah,gempa,genang,geng,getar,gudang,guna,guncang,hakim,hangus,harap,hektare,henti,himpun,hubung,hujan,hukum,humas,huni,ikan,ikat,impor,indikasi,informasi,inisial,isi,istri,jabat,jahat,jaksa,jalur,jam,jarak,jaring,jenazah,jiwa,kabid,kabur,kait,kamar,kampung,kanan,kantor,kasus,kawan,kebun,kejar,kelompok,keluarga,kembang,kena,kendara,keroyok,ketua,kios,kira,kirim,komisi,korupsi,kota,kuat,kunjung,lahan,landa,lantai,lapang,larang,lari,latih,laut,ledak,ledakan,lempar,letak,libat,lihat,lintas,luap,luas,luka,masyarakat,mata,mati,mayat,menahan,menang,menggerebek,menteri,minta,mobil,motor,muka,mukim,mula,narkoba,nilai,nyata,olah,operasi,pabrik,padam,padi,pajak,pakai,paksa,pelaku,penggerebekan,penjara,periksa,peristiwa,perkara,perkosa,pidana,pil,pimpin,potensi,proyek,pusat,putus,rampas,rampok,rangkai,razia,rekam,rekan,rektur,rendam,resah,richter,rugi,rusak,sabu,sebelah,sebut,sekolah,selidik,senjata,sentimeter,sepeda,serah,setinggi,sidang,sidik,sita,skala,suap,sungai,surat,tahan,tambah,tampak,tanam,tang,tegas,tektonik,tembak,temu,tenggara,terang,terima,teroris,terorisme,tiba,tim,timbul,timur,tindak,titik,toko,tsunami,tuju,tumpang,tuntut,turun,tutur,uang,ungkap,unit,urus,usaha,usia,vonis,wartawan,wilayah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.206761,0,0,0,0,0,0,0,0,0,0,0,0,0,6.892419,0,2.44936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057996,0,2.44936,0,5.149449,0,0,0,0,0,0,0,0,0,0,0,0,2.152269,1.759338,0,0,0,0,0,0,1.959596,0,0,0,0,0,0,0,4.949619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.305243,0,0,2.057996,1.847074,0,0,0,0,0,0,0,0,0,0,0,0,0,2.230105,0,0,0,0,1.786578,0,2.152269,0,0,0,0,0,7.678872,0,0,0,0,0,0,0,0,2.275306,0,0,0,0,0,0,0,3.730637,0,0,0,0,0,5.988796,0,2.44936,10.034702,0,0,0,0,4.637869,0,0,0,0,0,2.325931,0,0,5.460827,0,0,0,0,0,0,2.057996,0,0,0,0,0,0,0,0,0,0,0,1.847074,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986923,0,0,0,0,7.730422,0,0,0,0,0,0,0,0,0,0,0,0,0,10.694347,0,0,0,0,0,0,0,0,0,0,3.660558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316909,0,0,0,0,0,0,0,0,3.664831,0,0,0,9.575134,0,0,0,0,0,0,0,0,0,0,0,0,2.018776,3.004465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.642623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.018776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8813,0,0,0,0,0,0,0,3.794654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.125424,0,6.464922,0,0,0,0,3.551169,0,0,0,0,0,1.689188,8.774424,0,0,0,0,0,0,3.94584,0,0,0,0,0,2.370099,0,0,4.668813,0,0,2.235496,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275901,0,2.934879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.612514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.117982,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571653,0,0,0,0,0,0,0,0,0,0,0,2.626899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.672547,0,0,0,0,0,0,0,0,0,0,0,0,13.107815,0,0,0,0,0,8.353125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.050117,0,0,0,0,0,0,0,0,0,0,0,0,0,2.989524,0,0,2.885182,0,0,5.609533,0,0,0,2.626899,0,0,2.688705,0,0,0,0,0,0,5.246141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.672547,6.514299,0,0,10.810166,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.954905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.210853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.593843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40032,0,0,0,0,0,0,0,0,0,0,0,2.954905,0,0,8.940074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430967,0,0,0,0,2.785231,0,0,0,0,0,3.245438,3.103283,0,6.216948,0,0,0,0,0,0,0,0,0,2.694007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245438,0,19.493155,0,0,18.214519,0,0,0,3.024428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14703,0,0,0,0,2.785231,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540268,0,0,0,0,0,0,0,0,0,3.480165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.913239,7.704844,0,0,0,0,7.405848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122677,0,0,0,0,0,0,0,2.870375,0,0,0,0,0,0,3.336785,3.664845,0,0,4.094066,0,0,0,0,0,0,0,12.472654,0,0,0,0,0,0,0,0,0,0,0,10.020753,0,0,0,0,0,0,4.322764,0,0,0,0,0,0,0,0,0,0,0,3.404417,0,0,0,0,0,3.336785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90039,0,0,0,3.001024,0,0,9.117354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29435,0,6.05318,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678912,0,17.438885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.594772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.378121,3.937576,0,0,0,15.141602,0,0,0,0,36.076681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.378121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.753478,0,0,0,3.62616,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.975752,15.551914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.810455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.953092,0,0,0,0,0,0,0,0,0,0,4.853636,0,0,0,25.693071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.255863,0,0,0,0,0,0,0,0,0,4.068944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.370509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.487691,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.985141,0,0,0,0,0,0,0,0,0,3.874294,0,0,5.43874,0,0,0,0,0,0,0,0,5.089103,0,0,0,0,0,0,0,0,0,0,0,0,12.314023,0,0,5.589444,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.314023,4.762556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.815173,0,0,0,0,0,0,0,0,0,0,0,5.307778,0,0,4.696352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.911481,0,0,0,0,0,0,0,0,0,0,0,0,10.076281,0,0,0,0,0,0,8.916171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99608,0,0,0
0,0,0,0,0,0,0,3.15037,4.9825,0,0,3.077952,0,0,0,0,0,0,2.666685,0,0,0,0,0,0,0,3.743497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297807,0,0,3.847226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.241874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031189,0,0,0,0,0,0,0,0,0,0,0,0,3.502841,0,10.023285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.854823,0,0,0,0,0,0,0,0,16.590444,0,0,0,0,0,0,3.113088,3.502841,0,0,0,0,0,0,0,0,0,3.077952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968899,0,0,3.278078,0,0,0,0,0,5.242391,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13.451248,0,3.681073,0,0,0,0,0,0,0,7.465756,0,0,0,0,0,0,0,0,0,4.319913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.567803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.170846,0,0,0,0,3.430541,0,0,0,0,19.229169,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318181,3.822283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225888,0,0,0,0,0,0,7.983369,0,0,0,0,3.725157,0,0,4.141936,0,0,0,0,0,0,0,0,0,3.639526,0,0,0,0,0,0,3.153224,0,3.344756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.684256,0,0,0,0,4.513241,0,0,0,0,0,3.911701,0,0,0,0,0,0,0,0,0,2.263429,0,0,0,0,0,19.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781881,0,9.93398,0,0,0,0,0,0,0,9.813007,0,0,0,0,2.662697,0,0,0,0,0,0,0,5.011074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.130509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.185545,0,2.002694,0,0,0,0,0,0,0,0,0,0,8.208362,0,0,0,0,0,0,2.263429,0,0,0,4.653502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.652139,0,0,1.976401,0,0,2.002694,0,0,0,0,0,0,0,0,0,7.174304,0,0,0,0,0,0,0,0,3.91868,0,0
0,0,0,2.34431,0,0,0,2.25298,0,0,0,0,7.742167,0,0,0,0,0,4.515299,0,0,0,0,0,7.99288,0,5.20966,0,5.06782,0,0,0,0,0,0,0,0,0,0,0,0,0,7.742167,0,0,0,2.751335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.311721,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559845,0,0,0,5.219845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.789972,0,0,0,0,0,0,0,0,0,0,7.168129,0,0,0,0,0,0,0,6.422108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.187921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.082516,0,0,0,2.962426,0,0,0,0,0,0,0,0,0,0,5.937133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.520169,0,0,0,3.61771,0,0,0,0,0,0,0,0,0,0,0,6.497855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.128748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.678624,0,3.128748,0,0,0,0,0,0,0,0,0,0,0,0,7.35184,0,0,0,0,9.19313,5.626234,0,0,0,0,0,0,0,0,0,0,0,0,2.63878,0,0,0,3.128748,0,0,0,0,0,0,0,0,0,0,0,3.360632,0,0,0,0,0,0,12.545804,0,0,0,3.128748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.435405,0,0,0,0,0,2.999757,0,0,0,3.039666,0,0,6.213396,0,0,0,0,0,0,0,3.233662,0,0,0,0,0,0,0,0,0
0,0,0,1.977247,0,0,0,3.586878,0,0,0,0,0,0,0,0,0,0,5.470744,0,0,0,0,0,1.856536,0,6.529929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.901106,0,0,0,2.320542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482233,0,0,2.074198,3.906045,1.949761,0,2.039075,0,0,0,0,0,0,0,0,2.112818,5.903493,0,0,0,2.006902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.804551,0,0,0,2.006902,0,0,0,6.031877,0,0,0,0,0,0,0,0,0,0,0,0,1.900217,0,0,0,2.895896,0,1.706173,1.924163,0,0,1.949761,0,0,0,0,0,0,0,0,8.950432,0,0,0,1.749932,1.720214,0,0,0,2.074198,0,2.006902,1.924163
0,0,0,3.566249,1.846871,0,0,0,7.964844,0,1.77864,0,0,0,1.758565,0,0,0,1.523591,0,0,0,0,0,0,0,0,0,2.087318,0,0,0,0,0,0,0,0,1.657587,0,0,0,0,6.185339,0,2.267602,0,8.478109,0,0,0,0,0,3.02809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048761,1.846871,0,4.291426,0,0,0,0,0,3.630549,0,0,0,0,0,15.313074,0,0,0,0,0,0,0,0,0,1.931471,0,0,0,0,0,0,2.087318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.964741,0,0,0,0,0,0,0,0,0,0,0,0,0,4.262405,0,1.931471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857446,0,0,0,1.900996,0,0,0,0,0,0,3.699919,0,0,0,0,0,0,0,0,0,1.799941,0,0,0,2.743077,0,1.616137,0,0,0,0,1.846871,0,0,0,0,0,0,1.872906,0,0,0,0,0,2.995202,0,0,0,0,0,0,0
0,0,0,4.467835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79867,5.857669,0,0,0,0,0,0,0,0,8.406532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.979318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.766364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.607544,0,0,0,0,0,0,0,0,0,0,0,0,0,30.802096,0,4.405728,0,0,0,0,0,0,4.774175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774175,0,0,0,0,0,0,0,0,0,0,4.607544,0,0,0,0,0,0,4.195075,0,0,0,0,0,0,6.543637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.774563,0,0,7.627641,0,0,0,0,0,0,0,0,0,2.816459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.434008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95375,0,0,0,0,0,7.484402,0,0,0,0,0,0,0,0,9.908504,0,0,0,0,0,0,0,0,0,2.91861,0,0,0,0,0,0,0,0,0,0,0,0,3.858545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.514118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.839545,0,0,0,0,3.699577,0,5.536829,0,0,2.963799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.130744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215735,0,0,0,0,0,0,0,5.070759,0,0,0,0,0,0,3.414063,0,0,3.631953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.211048,0,0
0,0,2.929764,0,0,0,0,3.031417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.791667,0,3.438896,0,0,7.009673,0,0,0,0,0,0,0,0,0,0,0,0,0,9.407224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.798869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.358096,3.252938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.19003,0,0,0,0,0,0,0,0,0,0,0,6.231314,0,0,0,0,0,0,0,3.110455,0,0,0,0,0,12.456352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.438896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00619,0,0,0,0,0,0,0,0,5.94404,0,0,0,0
0,0,0,0,0,0,0,2.604225,0,0,0,0,0,0,0,0,2.637042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.915378,0,0,0,3.180275,0,0,0,0,0,17.731185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46608,0,0,0,0,0,0,0,0,0,0,8.095926,2.954282,0,0,0,0,2.750436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.353188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.637042,0,0,0,0,0,0,0,0,0,2.954282,0,0,0,0,0,0,0,0,0,8.081544,0,0,0,0,0,0,0,0,0,0,2.357534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.714342,0,0,0,0,0,0,0,0,0,0,2.794529,5.353188,0,0,0,0,2.516898,0,0,0,2.604225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398262,4.333575,0,3.094528,0,0,0,0,0
0,0,0,0,0,0,0,0,2.117991,0,0,0,0,0,0,0,0,0,3.70717,0,0,0,0,0,0,0,2.890538,0,0,0,0,0,0,0,0,0,0,2.240169,0,0,0,0,2.890538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.122574,0,0,0,0,0,0,0,0,2.569128,0,0,0,0,0,0,0,0,0,2.13376,2.759536,0,2.970632,0,0,7.390301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166797,0,0,0,2.569128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.230168,0,0,0,0,0,0,0,7.721684,0,0,0,2.610314,0,0,0,0,0,0,0,0,2.432555,0,0,0,0,0,2.184151,2.463209,0,0,0,0,0,0,5.102044,0,0,0,0,0,0,0,2.655276,4.138515,0,0,0,0,12.442346,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.849495,0,0,0,0,0,0,0,0,12.131322,0,0,0,0,0,0,0,0,0,3.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.073265,0,0,0,0,0,0,0,0,0,0,0,11.568124,0,0,0,0,3.612333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.373741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.288955,0,0,0,15.856177,0,0,0,0,3.454108,0,0,0,0,0,0,0,0,3.742972,0,0,0,0,0,0,3.366338,0,0,0,2.998563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.726848,0,3.022578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.674554,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.304135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.041215,0,0,7.093401,0,0,0,0,0,0,7.093401,0,0,0,0,0,0,0,0,0,0,0,6.101897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.398199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.101897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.704945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.237174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.751893,0,0,0,0,0,0,0,0,0,0,15.279124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.737809,0
28.28264,0,0,0,0,0,0,0,0,0,0,0,0,0,7.016477,0,0,0,6.078957,0,0,0,0,0,0,0,0,7.096574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77011,8.146897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.299437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.016477,0,0,0,0,0,0,0,0,0,6.613584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.606227,0,7.016477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.72426,0,0,0,0,0,0,2.090915,0,0,0,0,2.853587,4.40405,0,0,0,0,0,0,0,0,0,0,0,0,13.514662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.193927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.655268,0,0,0,0,0,0,0,9.021217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.431721,0,0,0,0,2.346256,0,0,2.67014,5.725568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.107092,0,2.67014,0,0,0,13.751884,2.536286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173975,0,0,0,5.036822,0,0,0
0,0,0,0,15.878136,2.408152,0,2.122807,0,2.461733,0,0,7.29484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.946496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.028494,0,0,0,0,0,0,0,0,0,0,0,3.390155,0,0,2.592368,10.401163,0,0,0,0,5.450105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360312,0,0,0,0,0,0,0,0,0,2.360312,1.890889,4.135295,0,0,2.241989,0,0,0,0,0,0,0,0,2.772999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07401,0,0,0,0,0,0,3.235119,0,0,0,0,0,0,2.178155,0,0,4.452377,0,0,0,0,0,0,0,2.317168,0,0,2.241989,0,0,0,0,0,0
